Type, Txhash,BlockTime Unix,Date, Fee (SOL),  TokenAccount, ChangeType, SPL BalanceChange, Pre Balancer,PostBalancer,TokenAddress,TokenName(off-chain), Symbol(off-chain),SolTransfer Source,SolTransfer Destination,Amount (SOL)
SolTransfer,3i7VjvJDPnchvgxwx1qxRKPMSYoYHFjDTWqYbTqBj8An32TP418WXaAJ3mN2ntPrAaeDoQHXcRwk2P2R4rVVnzqW,1719357885,2024-06-25T23:24:45,0.000005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.9
SolTransfer,4BZqo3oBNDxTvBHdi7HSmjzCA59n68NcfhcYDjhrgYusF3BZZXjw1D4MbRTS7M4hPHdVNBSghhmAkEXJUJfh9viA,1719357492,2024-06-25T23:18:12,0.001005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.95
SolTransfer,5S1UwdmKDK8HShSH3gmvQG5KX5E3Hbb9o6oYNeWDBnvXrbkRg8QAq8xTuAFNJLmuyV75CYfB5VQFkcRJuBN1rzjy,1719355387,2024-06-25T22:43:07,0.001005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.2
SolTransfer,4c6fNTAsMXyL7uQ8hoKd5m5ekqvAMgygNp3EigDQgxKsrmdosyRcaoRxt2mxQ1TogzhAh5t6DiLAJoML6ofWSNRn,1719355367,2024-06-25T22:42:47,0.001005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.2
SolTransfer,2QHnfWps4wH2YxTPxg6VsoZNoztiVCR2W78ZGFfYZAn9xjD9qGuToAwD15UkTKNKrvJwruF6Z6YQLWLBpzbrkBNV,1719355340,2024-06-25T22:42:20,0.001005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.2
SolTransfer,3jg38kRN71oKpY7d2YwVAqRFMTg3WmZzKASjwXCBGsXFpADCeR2bjhhxpc3LPRUvM6kKYysjA97XgD7UEVyA6pez,1719355265,2024-06-25T22:41:05,0.001005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,2
SolTransfer,3Sh2DpVx687cXJ5oXT91QbGZkD2nTNikjQx45PEUqTM7s7omtuDgNaDVbQ7Vu1v3UbSUujbS84v8hXsxLn1dKhew,1719354308,2024-06-25T22:25:08,0.000731865,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.2
SolTransfer,33iwzTPSJzwibvVGaiKgsyyhrzjRZpx6WTGGCKr6WH5hHxM24ZppdJCWfoqnefFM5shNF7bfgLqdJ6PQtXTmsboA,1719353899,2024-06-25T22:18:19,0.000446542,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.4
SolTransfer,2GtrkaMRYQ5ByEVh2VCcH5j1izwH1jHi2qwd4JsKoYfXUfSXe2ygFF6pEZ5fYKrmmtpYVdntYsZY3kyAmvZCZpGM,1719353790,2024-06-25T22:16:30,0.001005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.08
SolTransfer,3LBWVCrEbUcF7qcTa8VMUxBcEMU4TUHRZV6t2eYsWvnXvMqhABSxj49nnpmmddkKbKpVFVq6uJVaLgPpygNnG1zQ,1719353675,2024-06-25T22:14:35,0.000005027,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.4
SolTransfer,3t6QQDajVGBX2AVsEKbxm1Bw4UjtakQsGLHFksaovMH2AomBRC6ArD5eUNxV8SG16G2QF5QBYjhgYS6HRHcMuxJq,1719353651,2024-06-25T22:14:11,0.000005011,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.4
SolTransfer,5EMcLJ4L64h3x4RN8sgqHZkHV2RUsQ6NgvD2DPmjwqYiARvbavoCEJHA4oHiS5wRFYqvzFPSDxiW2cE1nAPXkkgL,1719353610,2024-06-25T22:13:30,0.000005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.5
SolTransfer,5bFfdLWGUJn247UyMmC1kZkqR92cFbsVkh1EMw1itY7xCwf9RRVq9eu8HV2AVbG2kauCGhXHg1xymxficQS2J3Pn,1719353446,2024-06-25T22:10:46,0.000005011,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.3
SolTransfer,5YgitzQMr1QjBuAweBCQhrf2cDJc7yktUkvKrZp7QbzgNGHvHDtWxRDN5HvEcoXWNTATECZj1FmPmCS1KmhLFWt3,1719353225,2024-06-25T22:07:05,0.000005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.3
SolTransfer,54fTMmuLfWC3XWfNkhuhBj89WPNZAQNEyPSmgHVsk5fCn4oh3yPMJiW5nDawvEEhA8XPGQkJM5sU1LrgiTdrq9kU,1719352621,2024-06-25T21:57:01,0.000005077,,,,,,,Solana,SOL,Habp5bncMSsBC3vkChyebepym5dcTNRYeg2LVG464E96,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,1.00E-07
SolTransfer,4NK4y9VDuAMin7bFS5HxSB2dp5yToRREt71rYu3yQgvcVz1bmu7kP92pBzUt5UQyBe2tJSDANHTniKuRFKL5ry9K,1719352602,2024-06-25T21:56:42,0.000005077,,,,,,,Solana,SOL,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,1.00E-07
SolTransfer,4YtPsPYPfvBTvPVS2uNhoJQnMcL8JjsnjmfozwKmiodJYkbgDPF8fUEtUXibmNv5eYDQDJxf7gEGsn5FzSN95SaA,1719348024,2024-06-25T20:40:24,0.000005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1
SolTransfer,4NLwN1HL3vRXc6Pt1mrm7PwhfZ4LbRafNYy2N9Sqsu1F3mVPJrGRyARx4EUZdFo4HMTuvehMAHEGu4UDu41HhUdL,1719328944,2024-06-25T15:22:24,0.000018437,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.1
SolTransfer,4aiNWrbNQgn6UqSq9ve1aYh7bM1pGX9Z3XLbY967ReEDTfk28hbpHBhYTH2YnQxC5ja4ygZwFRyfNjf8PTBwtUPi,1719326815,2024-06-25T14:46:55,0.000018431,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.4
SolTransfer,2ZUhhWCitUov57hQCttYD7nxFioqipRYuBFSJECwbVuD3q5iAeYAz9Pro5hnYmDCYR5HGt7wwGMmWiEYsnAckkvx,1719326360,2024-06-25T14:39:20,0.000018432,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.8
SolTransfer,2treNjXbU1BUevcN9pc2kbP7BU9JL3AJru8hMiwbnGX5C8EoFYeh1oFPgtCCYQHQLMVfkSfL6hYntTVgPH2P7CGZ,1719326343,2024-06-25T14:39:03,0.000026491,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.8
SolTransfer,63wvqcEC7rLmi78U3UaV8fvQN8FfSfSuAsiJaTPgxCG63gHhiuAWr4SJreNUBe2QzHfEtkekEusmQQTsC6LBFYKc,1719326329,2024-06-25T14:38:49,0.000018432,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.8
SolTransfer,46a9fi7HSYa7X3Gc23jjFwsrMQRh5stJdu9yoPDEw7mdyK7cxNG7n65jPq5qb9kib6CR4vr9u1srqhroXhNU8VYn,1719326278,2024-06-25T14:37:58,0.00002135,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.75
SolTransfer,2hC41tUckecVu3zQpscnMQsfs39tUFHnhAZKhMHaPs9RyuDwW8yM3PfbeFU778oR413zWvaj1qu5Xzz8XXpdDKRJ,1719325197,2024-06-25T14:19:57,0.000005008,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.25
SolTransfer,5MQXtqZLmmSHiXijSuKWNvdkQ3hYqboN1m8JUEsM9mp8QdXUnY6UrhDoHXVq6wKAxPEasT1aAEwQ9kGMGgtX4GVZ,1719307534,2024-06-25T09:25:34,0.000085619,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.5
SolTransfer,5WY3Edd7aWsAeTpY2duZCXZNRns2WUStFhV3PLYPb4RiUUeiiBnTKoLZNdVKgEBwnFygCYvYFDyYYJasgeoC9DTB,1719307475,2024-06-25T09:24:35,0.000357926,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1
SolTransfer,4t7FCrA9er79WXnkvXaK3oFSrq4vnmLXfb1c6miFSD3Ugq6GMxhRMp7TxZUoc6Ast8MW5p5Ccof6yJcTWnicvpCS,1719307462,2024-06-25T09:24:22,0.000228308,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1
SolTransfer,saLtZTEJq48bFePyk21RbnmEfKYMxQc9zpJaDSvV2H5w1K3djVPqthcsGYxV9jdhvmcYuc8eWUrrmsPFpoNBY6n,1719307432,2024-06-25T09:23:52,0.000018431,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.5
SolTransfer,ZGRFd7Xw5BEgUqMxrk4edgv1Vy2XWQcj26YeQgcfwPtodarrqk4ZDgTuvUJ6UbzPi48PugTak7voqEWGEkAfsDb,1719307386,2024-06-25T09:23:06,0.000021162,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.2
SolTransfer,4eUJPNHqBpE25VpdDc6RUgaJCBvFVPVVX3CXq1gQ4mrvQxBtU3JvYCndGRhg494ZskujqcJYQguJSFF56UWPMofM,1719303276,2024-06-25T08:14:36,0.000027185,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.15
SolTransfer,2YvaxavkfxdJa4DPmJvmHQ9pPpMitWGENac11at21KFrYReLfzaCn9sr3QrfgtpVm15pcVmpfdvaLNbN6c854Svh,1719301150,2024-06-25T07:39:10,0.00003299,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,2
SolTransfer,3QhDFzizwEdeVr1AhcYT7KDi68h9DoHqo6NkLrXABThtAtevkb5L3LbEcL96bCpkAuXW22zgmmaWf6v62Wu6Z3Yi,1719301137,2024-06-25T07:38:57,0.000018994,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,2
SolTransfer,dYcZUC2Qmiu3VgTmzCKFVUqQ16JAhMzf74HLEEMCxnokneHqY53jqExEGSbQWe1gipmYwmmb6hbPMhPrbRwSdb1,1719300323,2024-06-25T07:25:23,0.000108658,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,2
SolTransfer,3jepTZsKTpSA2An2HJpPEwAmCs5oetn9SPHPyQJgqFH6gdqx8ziz7sDdNzcwwhbuSk4r7nbe5ZAAXV9BrS1GdGjT,1719300214,2024-06-25T07:23:34,0.00000871,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,2
SolTransfer,2SH86XsuBtkoK8ajYrNFQMuPLYyTbwTZmqrHwpAh3UVGNc4Q4qNtGnAkM1gEk7LxgHWo91vkbeNN9WtbNPwsKBE2,1719300192,2024-06-25T07:23:12,0.000010201,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,2
SolTransfer,3UM8ofEYd593F2jBuNXKrmTbXPpjQutDUw63zecQAf53hovSjN9iWRwUHYQr6SFoM89eFhf452aVDA5k7N4hETpF,1719299175,2024-06-25T07:06:15,0.000005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.1
SolTransfer,65AJzreaYvLUDkZJBJnoeUdKoqFcanLwo81BvE4rsJJ1JVihMMg4f1yvZpktGaGA5W4RyfckvYRe2HKMNwgJr1bz,1719296408,2024-06-25T06:20:08,0.000005001,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.2
SolTransfer,2nTqPN3Xe1kr6xYqRy87dAbid3uY6N9sHvBjgxvxNaHkfsN9SsLkXYFu5xHvPFn9WjxsTndjfwLewL8r7z3AJBz6,1719295354,2024-06-25T06:02:34,0.000005039,,,,,,,Solana,SOL,Habp5bncMSsBC3vkChyebepym5dcTNRYeg2LVG464E96,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,1.00E-07
SolTransfer,38R3dfGfLYo7rkbJQvuhQZQx6wX4btn2XAKNNA3n9XY6dshBhYtaULKynhYAa5BrpEYtB5uSEvRaNhPRLroQ43ry,1719295331,2024-06-25T06:02:11,0.000005039,,,,,,,Solana,SOL,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,1.00E-07
SolTransfer,3229WbDSnewKLXqS2cTDXbrLu4pLiUweeMLN2RsgspLWTiXYGGCa159wbajCmk5pthevm4s2cMF3ZkKE4jMsZ8wq,1719293706,2024-06-25T05:35:06,0.000006344,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.9
SolTransfer,3SWpMt7u6cWR2dV8aLUAVMLfRbt1BxvoMXJQmWd7gifcirqQ8nLzZHy8qHhPQdNmh7nNjA7iBGrD2seTH1xcM9Pw,1719293053,2024-06-25T05:24:13,0.000105,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.7
SolTransfer,4usJHF2MwATdps7ARVApBxHq1sxn8L9yUyGsPPZzAYKfukSMi2NokzxgJcYBzweySsNQM3RaCWW45Pa993z5Vou6,1719293030,2024-06-25T05:23:50,0.000041883,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1
SolTransfer,4fpM4MCRTiEM8qQH4QiUbrqwpUZZQx14NEdPT9c4kEjmxe7Dv9Rgb1NNfgwXueSadpsEzW5s6GZVU4xYVks99V6x,1719291300,2024-06-25T04:55:00,0.000005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.95
SolTransfer,4MbLjo2N6e6Vu2qpidgCAgucayRNHNGT7h475fYSbaW2XNEwSKf9y64N4pHKCqkDHdnUbtFgXyfjia2eVRyUMxBy,1719291232,2024-06-25T04:53:52,0.000005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.7
SolTransfer,4m99crfja3UwXGFrmYXi3UUaALG2YLZWZso4jfYshoesHQRdWHUDntvdrN2vSzFYm5CoWLTVpVuDFGLf1iKLNFPM,1719290945,2024-06-25T04:49:05,0.000105,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,2
SolTransfer,4X7mDM35WaCNubMNc2MnePmpMcwiw7VVAZ7nApBDMNgQzy3BL18hEnRRyG632sCc4UQf69LARZYTcyHURUr4KmBn,1719290155,2024-06-25T04:35:55,0.000018431,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.95
SolTransfer,49bRoQh2rj7Qrs8Rmu9BjHnYKRbLtNRuGzP3Z5CKAuvX2oBgvV7FouPScxUXpbLMikcbWpmVDeiRME6C8Er1t3LT,1719289701,2024-06-25T04:28:21,0.000005039,,,,,,,Solana,SOL,Habp5bncMSsBC3vkChyebepym5dcTNRYeg2LVG464E96,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,1.00E-07
SolTransfer,9fhvKZTs6KRDe1kgk9Duhip2hreeFChW1H9fcsxiT5MXmcFPPGiSoKssp4XZUjNuyZBMxN3oyGzDcAUhwbUSYBG,1719289686,2024-06-25T04:28:06,0.000005039,,,,,,,Solana,SOL,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,1.00E-07
SolTransfer,4mZ6Fzm9f8mu1893Sm1kcu4qQ47imCkHMnD7wtK9QGMG4h9kAppaULUc9G4wbx8cXFjZmwxyhME7hK8vm27KAu1x,1719289636,2024-06-25T04:27:16,0.000005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1
SolTransfer,2K5BrrvgBnAjRaue9JCQ23LM5tR9pqAaWg4gMrVXDTMT1axZzqnxTfwuPduKZ4ky7KmSxyQZ5oSJEz48qx6KoLvi,1719289576,2024-06-25T04:26:16,0.000018431,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1
SolTransfer,5bVX29dwxmdyKFo479aDMy7GZrv6z8ViRKDytgY9os4bQBSPPrxyHaiPvYg1X1J6crEoPeN5xpo2q1zCp88NyeYQ,1719287917,2024-06-25T03:58:37,0.000105,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.95
SolTransfer,52F1WySFrTDtmZurMDuw8E2GwdpwiVHpCWeCUAM3jsdGPkauPr1B377Etsf5xmPDJ4vdaEmwEncWyT1kdjsVZk7X,1719287396,2024-06-25T03:49:56,0.000105,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.1
SolTransfer,63BDq3aFC71Yg5GT5TjNyMugTXxNNo3RkSFtEDF6ud78Jy6dLC38PTF1RpPAeLndYu3Xurgbhma3cmjqttXZ1V1X,1719287380,2024-06-25T03:49:40,0.000105,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.1
SolTransfer,4XAbxxgLGCMG1LetEjjoaXpxzxzQGBkL2PojLVVqiEVrZkr9h6Ch8VdaAqZUCDsy6DgsmVfGQ1LNbGMLkfm25JZx,1719287362,2024-06-25T03:49:22,0.000105,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.1
SolTransfer,3NTduiAdH4nfhBDxq2gtVtSjR7zQHHyibr3qgk5QmCZt5QWtWTbsSGerWsnF6KREAgboPg5uKtL8vAyo8aUPh7JH,1719287349,2024-06-25T03:49:09,0.000105,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,1.1
SolTransfer,4CvtmQU7s8G5NUZRRNwhkM2BS13NSdzzT3jiEy2SovgUYr39RwvJLCoZf6nPpuQvy8WvFb9DBFpo9E4cwq5h92tG,1719281111,2024-06-25T02:05:11,0.000031862,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.1
SolTransfer,26x9yzJNRMYZTJAiFdfskT7cLAky2Tv7p2R4eNcVE2Vak9ofHMAy7V29SLbp9Dx6Hn99vwQdyQN2AXRQsAwUcThd,1719281107,2024-06-25T02:05:07,0.00001,,,,,,,Solana,SOL,22fzKWQF6KwH6C84nLNtjcTsy7fK824vb4XYu7nBAmiR,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,0.000001
SolTransfer,65wGu9HTag4uWoEC54VXtyHJnheMohJzksSncnh5FJsjSoZuycedt6pFkta2qENkKbJFmeESedNu8smWPGPX4LRG,1719281075,2024-06-25T02:04:35,0.000065,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,22tNJX16wL1xD69QVbecxzZJg8mgsaA1ZyniFmpRAmiR,0.1
SolTransfer,2ZbMdit4uGwVKpbDaWuHNJYYj7kcdkwHKMKh11xi9PbVKQyqrU9FbiQXWA1PoDV8d67c5zuEvaHa954BoNoTK6gD,1719280689,2024-06-25T01:58:09,0.00000502,,,,,,,Solana,SOL,Habp5bncMSsBC3vkChyebepym5dcTNRYeg2LVG464E96,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,1.00E-07
SolTransfer,gGLUbjXN98XypAoWHfxGwrrVqx4s25VnZKcCTzFeaBCuDM4HuB65UmQXvQxmzD2FBDWXRHc7xkBFWe6CGU5JoGX,1719280669,2024-06-25T01:57:49,0.00000502,,,,,,,Solana,SOL,FLiPggWYQyKVTULFWMQjAk26JfK5XRCajfyTmD5weaZ7,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,1.00E-07
SolTransfer,4R2YLpPqQhAC1uUN9Wm2XxxrfbmS6Bzpw9tzgEnbLDhhUbfKTQQRLk1hGF9yJED88ghw74fBMPJrc2waEg3bsUkC,1719280613,2024-06-25T01:56:53,0.000005,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.7
SolTransfer,4qAbkDGtGad93NQC8BTpo28NUqQ1oCNoHnGYnYmth54rhcm4JtLThwwDVunAW2LnsMUo35tNukCABR2qLkLm8s2,1719280194,2024-06-25T01:49:54,0.000065,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,22tNJX16wL1xD69QVbecxzZJg8mgsaA1ZyniFmpRAmiR,3.1
SolTransfer,4PYpV9tvwtJRJMAX5vABnjhoVcEA2aaGtgpboi8LJHnPvL96Gcvee8ive4wT5mPhuWaY7SNev1RUP2CwgMazrJZH,1719278976,2024-06-25T01:29:36,0.000105,,,,,,,Solana,SOL,6rwLZjzBKpNC4guCUXvMLvNnDH65GE2EGXLk6ZpB9N6w,Dzfnr4wWB8eVH8adMsZ4c6kxuRudE36EXpdXHcCfZp4G,0.5
